"Nombre de módulo","Autor","Sitio web","Última versión"
"Stock Account Product Cost Security","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.2.0.0"
"Stock Account Product Run FIFO Hook","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Stock Analytic","Julius Network Solutions, ClearCorp, OpenSynergy Indonesia, Hibou Corp., Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.1"
"Stock archive constraint","Tecnativa, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Automatic Move Processing","NDP Systèmes, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock available to promise","Numérigraphe, Sodexis, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Ignore planned receptions in quantity available to promise","Camptocamp,Sodexis,Odoo Community Association (OCA),Sergio Díaz","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Consider the production potential is available to promise","Numérigraphe,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.2.0.0"
"Stock Available to Promise Release","Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.11.1"
"Available to Promise Release - Dynamic Routing","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.0.1"
"Stock Available Unreserved","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Change Quantity Reason","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Checkout Synchronization","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.1.0"
"Stock Cubiscan","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.1"
"Stock Cycle Count","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.2.1"
"Stock Demand Estimate","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Demand Estimate Matrix","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Drop Shipping","Odoo S.A.",,"13.0.1.0"
"Stock Dynamic Routing","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.1.1"
"Stock Dynamic Routing - Checkout Sync","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.1.0"
"Stock Dynamic Routing - Reservation Rules","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.0.1"
"Stock Helpers","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Inventory Analytic","Eficent, Odoo Community Association (OCA)","https://github.com/OCA/analytic-account","13.0.1.0.0"
"Stock Inventory Chatter","ForgeFlow,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Inventory Cost Info","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Inventory Discrepancy","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Inventory Exclude Sublocation","ForgeFlow, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Inventory Include Exhausted","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.2.0"
"Stock Inventory Justification","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Inventory Line Open","ForgeFlow,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Inventory Lock Down","Numérigraphe, ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.2"
"Extended Inventory Preparation Filters","AvanzOSC,Tecnativa,Odoo Community Association (OCA)","http://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Landed Costs Analytic","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.0"
"Stock Landed Costs Currency","Komit Consulting, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock landed costs delivery","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock landed costs purchase auto","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Location Bin Name","BCIM, Okia, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock location children","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Location Last Inventory Date","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Location Lockdown","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Location Position","BCIM, Okia, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Location Trays","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.2"
"Stock Location Zone","BCIM, Okia, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Lock Lot","Avanzosc, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Lot Filter Available","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.2.0.0"
"Scrap Production Lot","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Stock Measuring Device","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Zippcube","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Move picking assignment hook","Camptocamp, BCIM, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Stock Move Auto Assign","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Move Change Source Location","ForgeFlow S.L.,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Move Common Destination","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Move Line Auto Fill","ACSONE SA/NV,Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow/","13.0.1.0.2"
"Stock Move Line Reference Link","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Move Stock Location","Julius Network Solutions, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.6"
"Stock Packaging Qty","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.1"
"Stock Move Quick Lot","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Move Source Relocation","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.1.0"
"Stock Source Relocate - Dynamic Routing","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.1.2"
"Stock MTS+MTO Rule","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.3.0"
"Stock Disallow Negative","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Order point generator","Camptocamp, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.2.0.0"
"Stock Orderpoint Manual Procurement","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Orderpoint Manual Procurement UoM","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Orderpoint Move Link","ForgeFlow, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Stock Orderpoint Purchase Link","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Orderpoint Route","ForgeFlow, Camptocamp, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Stock Orderpoint UoM","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Owner Restriction","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock packaging calculator","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.9.1"
"Stock packaging calculator packaging type","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Partner Delivery Window","Camptocamp, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.3.1"
"Stock Picking Auto Create Lot","ACSONE SA/NV, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Direct Print","Open Source Integrators, Odoo Community Association (OCA)","http://www.opensourceintegrators.com","13.0.1.0.0"
"Pickings back to draft","Agile Business Group, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Picking backordering strategies","ACSONE SA/NV,
                 Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Gestión de inventarios: Transferencias por lotes","Odoo S.A.",,"13.0.1.0"
"Stock batch picking","Camptocamp, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.3.0"
"Stock batch picking account","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Picking Completion Info","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Transfers Consolidation Priority","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock picking filter lot","Agile Business Group, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Stock Picking: group by partner and carrier","Camptocamp, BCIM, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.10.2"
"Stock Picking: group by partner and carrier and scheduled date","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.1"
"Stock Picking Invoice Link","Agile Business Group, Tecnativa, BCIM sprl, Softdil S.L, Odoo Community Association (OCA)","http://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Stock Picking Invoicing","Agile Business Group,Odoo Community Association (OCA)","https://github.com/OCA/account-invoicing","13.0.3.1.1"
"Stock Picking Late Activity","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock picking lines with sequence number","Camptocamp, Eficent, Serpent CS, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Picking Mass Action","Camptocamp, GRAP,Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow/","13.0.1.0.0"
"Stock Picking Operation Quick Change","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Picking Package Groups","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Picking Package Preparation","Camptocamp, Agile Business Group, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Picking Procure Method","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Picking Product Assortment","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Picking Purchase Order Link","ForgeFlow S.L., Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Picking Restrict Cancel with Original Moves","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Stock Picking Return Refund Option","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/account-invoicing","13.0.1.0.0"
"Stock Picking Return Restricted Qty","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow/","13.0.1.0.0"
"Stock Picking Sale Order Link","Tecnativa, Odoo Community Association (OCA)","http://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Stock Picking by Mail","Sandra Figueroa Varela, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.2.0"
"Stock Picking Show Backorder","Eficent, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Show returns on stock pickings","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Picking Type Shipping Policy","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.0.0"
"Stock Picking Type Shipping Policy - Group By Partner and Carrier","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.0.0"
"Stock Picking Warn Message","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow.git","13.0.1.0.2"
"Stock Picking Whole Scrap","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock product Pack","NaN·tic, ADHOC SA, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-pack","13.0.1.2.2"
"Stock packaging calculator","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Production Lot Active","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/oca/stock-logistics-workflow","13.0.1.0.0"
"Stock product lot firmware version","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Stock Production Lot Quantity Tree","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Pull List","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Push Delay","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Stock Putaway By Route","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.2.0"
"Stock Putaway Hooks","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Product template in putaway strategies","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Quant Expiration Date Tree","Xtendoo, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock - Manual Quant Assignment","AvanzOSC, Tecnativa, ForgeFlow, Fanha Giang, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Stock Quant Package Dimension","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Stock Quant Package Dimension Total Weight From Packaging","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Stock Quant Package Product Packaging","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Stock Quant View Reservation","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock - Reception screen","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.6.2"
"Stock Measuring Device on Reception Screen","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.0.1"
"Stock - Reception screen (Subcontract Productions integration)","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.0.1"
"Stock reception screen qty by packaging","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.0.0"
"Stock Removal Location by Priority","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Request","ForgeFlow, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.7.1"
"Stock Request Analytic","ForgeFlow, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Stock Requests Direction","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Request kanban","Creu Blanca, ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.1"
"Stock Request MRP","ForgeFlow, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Stock Request Picking Type","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.1.0"
"Stock Request Purchase","ForgeFlow, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.1"
"Stock Request Submit","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Stock Request Tier Validation","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Reservation","Camptocamp, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Stock Reservation Rules","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.4.0"
"Stock Reserve Sales","Camptocamp, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.0"
"Stock Return Request","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Stock Scrap Cancel","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Stock Secondary Unit","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.2.1.1"
"Stock - SMS","Odoo S.A.",,"13.0.1.0"
"Split picking","Camptocamp, Tecnativa, Odoo Community Association (OCA),","https://github.com/OCA/stock-logistics-workflow","13.0.2.1.0"
"Stock Storage Type","Camptocamp, BCIM, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.16.0"
"Stock Storage Type Buffers","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.1.3.0"
"Stock Storage Type ABC Strategy","Camptocamp, BCIM, Odoo Community Association (OCA)","https://github.com/OCA/wms","13.0.2.1.0"
"Stock Valuation Layer Usage","ForgeFlow,Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.1.0"
"Vertical Lift","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.3.1"
"Vertical Lift Empty Tray Check","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.1.0"
"Vertical Lift - Kardex","Camptocamp, Odoo Community Association (OCA)","https://www.camptocamp.com","13.0.1.1.0"
"Vertical Lift Packaging type","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock vertical lift qty by packaging","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Vertical Lift - Server Environment","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Vertical Lift - Storage Type","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Warehouse Calendar","ForgeFlow, Odoo Community Association (OCA)","https://github.com/stock-logistics-warehouse","13.0.1.0.1"
"Stock Warehouse Orderpoint Stock Info","OdooMRP team, AvanzOSC, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Stock Warehouse Orderpoint Stock Info Unreserved","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Supplier Calendar","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"prueba de los permisos y reglas de acceso","Odoo S.A.",,"13.0.0.0.1"
"Probar ataduras de acciones","Odoo S.A.",,"13.0.1.0"
"test-assetsbundle","Odoo S.A.",,"13.0.0.1"
"test-base-geoengine","Camptocamp,ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/geospatial","13.0.1.0.0"
"Test suite for base_import_async","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/queue","13.0.1.0.0"
"Test Base Time Window","ACSONE SA/NV, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.1"
"Components Tests","Camptocamp,Odoo Community Association (OCA)","https://www.camptocamp.com","13.0.1.0.0"
"Connector Tests","Camptocamp,Odoo Community Association (OCA)","http://odoo-connector.com","13.0.1.0.0"
"test_convert","Odoo S.A.",,"13.0.0.0.1"
"test-field-converter","Odoo S.A.",,"13.0.0.1"
"test-exceptions","Odoo S.A.",,"13.0.0.1"
"test-import-export","Odoo S.A.",,"13.0.0.1"
"test-inherit","Odoo S.A.",,"13.0.0.1"
"test-inherits","Camptocamp","http://www.camptocamp.com","13.0.0.1"
"test-inherits-depends","Odoo S.A.",,"13.0.0.1"
"test-limits","Odoo S.A.",,"13.0.0.1"
"test-lint","Odoo S.A.",,"13.0.0.1"
"Flujo principal de la prueba","Odoo S.A.",,"13.0.1.0"
"test mimetypes-guessing","Odoo S.A.",,"13.0.0.1"
"Comprobar API","Odoo S.A.",,"13.0.1.0"
"Realización de la prueba","Odoo S.A.",,"13.0.1.0"
"Queue Job Tests","Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/queue","13.0.2.4.0"
"test read_group","Odoo S.A.",,"13.0.0.1"
"Probar el RPC","Odoo S.A.",,"13.0.1.0"
"Probar las utilierías de pruebas","Odoo S.A.",,"13.0.1.0"
"test-translation-import","Odoo S.A.",,"13.0.0.1"
"test-uninstall","Odoo S.A.",,"13.0.0.1"
"Probar el flujo completo de eLearning","Odoo S.A.",,"13.0.1.0"
"prueba de exportación xlsx","Odoo S.A.",,"13.0.0.1"
"Integración en Transifex","Odoo S.A.",,"13.0.1.0"
"Unidades de medida","Odoo S.A.",,"13.0.1.0"
"LDAP groups assignment","Therp BV, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"LDAP mapping for user name and e-mail","Daniel Reis,Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"LDAP Populate","Therp BV, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"Rastreadores UTM","Odoo S.A.",,"13.0.1.0"
"Vendor transport lead time","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.2.0"
"VOIP","Odoo S.A.","https://www.odoo.com/page/crm?utm_source=db&utm_medium=module","13.0.1.0"
"Web","Odoo S.A.",,"13.0.1.0"
"web_action_conditionable","Cristian Salamea,Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.1"
"Advanced search","Therp BV, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.4"
"Boolean Button Widget","Bigdata BY, Odoo SA, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Calendar slot duration","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Web Company Color","Alexandre Díaz, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.1.0"
"Web - Numpad Dot as decimal separator","AvanzOSC, Comunitea, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Diagrama web de Odoo","Odoo S.A.",,"13.0.2.0"
"Web Dialog Size","ACSONE SA/NV, Therp BV, Siddharth Bhalgami,Tecnativa, Amaris, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Web Disable Export Group","Onestein, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.2.1.0"
"Web Domain Field","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Drop target support","Therp BV,Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.1.4"
"Editor web","Odoo S.A.",,"13.0.1.0"
"Web Editor Background Color Picker","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Web Environment Ribbon","Francesco OpenCode Apruzzese, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Group Expand Buttons","OpenERP SA, AvanzOSC, Serv. Tecnol. Avanzados - Pedro M. Baeza, Therp BV, Xtendoo, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Cache resized images","IT-Projects LLC, Eugene Molotov","https://apps.odoo.com/apps/modules/11.0/web_image_cache/","13.0.1.0.0"
"Web Actions Multi","Modoolar, CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Web Actions View Reload","Modoolar, CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Client side message boxes","Therp BV, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Widget medidor para Kanban","Odoo S.A.",,"13.0.1.0"
"List Range Selection","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"web_m2x_options","ACSONE SA/NV, 0k.io, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.3"
"Web No Bubble","Savoir-faire Linux, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Web Notify","ACSONE SA/NV,AdaptiveCity,Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.2"
"Web Pivot Computed Measure","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.1.0"
"Progressive web application","TAKOBI, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.2"
"Web Refresher","Compassion Switzerland, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
"Web Responsive","LasLabs, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.2.8.0"
"Use AND conditions on omnibar search","Versada UAB, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/web","13.0.1.0.0"
